ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Percent_Days_Employed,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
19503,M,WHITE,43-47,0,< HS Diploma,3+,Property,<1 year,3,1,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0.0,0,0,0,0,0
19504,M,BLACK,18-22,1,High School Diploma,3+,Other,1-2 years,3,1,1,2,1,0,0,1,0,1,0,2,0,0,0,1,0.0,0,1,1,0,0
19505,M,WHITE,33-37,0,< HS Diploma,2,Drug,<1 year,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0.0,0,1,1,0,0
19506,F,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,1,2,2,0,2,0,0,2,0,1,1,0,0,0,0,0.0,0,0,0,0,0
19507,M,BLACK,23-27,0,High School Diploma,0,Other,<1 year,4,6+,1,2,3,5+,0,0,1,3,0,1,2+,0,0,0,0.0,0,0,0,0,0
19508,M,WHITE,18-22,0,High School Diploma,1,Violent/Non-Sex,1-2 years,6,2,2,0,2,1,0,0,2,0,0,0,1,0,0,0,1.0,0,0,0,0,0
19509,M,BLACK,18-22,0,< HS Diploma,3+,Property,<1 year,4,6+,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0.0,0,1,1,0,0
19510,M,BLACK,43-47,1,Some College,3+,Violent/Non-Sex,1-2 years,2,4,3+,0,0,1,1,0,1,2,1,0,0,0,1,0,1.0,0,0,0,0,0
19511,M,WHITE,43-47,0,High School Diploma,0,Drug,3+ years,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
19512,M,BLACK,23-27,1,< HS Diploma,2,Property,3+ years,5,5,0,3,1,5+,0,0,1,3,0,2,0,0,0,0,0.0,0,1,1,0,0
19513,M,BLACK,18-22,0,< HS Diploma,0,Drug,<1 year,4,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0.0,1,1,0,1,0
19514,M,WHITE,23-27,0,High School Diploma,0,Unknown,3+ years,6,1,0,2,0,4,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0,0,0
19516,F,WHITE,23-27,0,< HS Diploma,1,Property,<1 year,4,6+,0,5+,0,5+,0,0,1,2,0,3+,0,0,0,0,0.0,0,0,0,0,0
19517,M,WHITE,33-37,0,< HS Diploma,1,Property,1-2 years,6,0,0,3,2,0,0,1,3+,0,0,2,0,0,0,0,0.877644894,0,0,0,0,0
19518,M,WHITE,28-32,0,High School Diploma,3+,Property,<1 year,4,5,0,4,2,2,0,0,0,2,0,1,2+,0,0,0,0.479928635,0,1,0,1,0
19519,F,BLACK,28-32,0,High School Diploma,0,Unknown,3+ years,4,3,1,0,4,1,0,1,2,1,0,0,2+,0,0,0,0.925925926,0,0,0,0,0
19520,M,BLACK,28-32,0,High School Diploma,1,Violent/Non-Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470783533,0,1,0,1,0
19521,M,BLACK,18-22,1,High School Diploma,0,Property,3+ years,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,0,1,0
19522,M,BLACK,38-42,0,Some College,3+,Property,1-2 years,9,3,0,5+,0,1,0,0,2,2,0,3+,0,0,0,0,0.727076591,0,1,0,1,0
19523,F,WHITE,28-32,0,High School Diploma,1,Drug,<1 year,6,4,0,4,1,5+,0,0,0,3,0,2,0,0,0,0,0.0,0,0,0,0,0
19524,M,WHITE,23-27,0,< HS Diploma,1,Violent/Non-Sex,1-2 years,4,6+,1,0,1,4,0,0,2,1,1,0,1,1,0,0,0.0,0,1,1,0,0
19525,M,WHITE,23-27,1,High School Diploma,0,Property,1-2 years,6,5,0,5+,0,4,0,0,2,1,0,3+,0,0,0,0,1.0,0,1,1,0,0
19526,M,BLACK,18-22,0,High School Diploma,0,Unknown,<1 year,3,5,0,3,1,3,0,1,1,3,0,3+,1,1,0,0,0.983561644,0,1,0,1,0
19527,M,BLACK,28-32,0,Some College,1,Drug,3+ years,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0.940659341,1,1,0,0,1
19528,F,WHITE,28-32,0,Some College,3+,Property,3+ years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.926315789,0,0,0,0,0
19529,M,BLACK,38-42,0,High School Diploma,3+,Violent/Non-Sex,3+ years,7,4,2,2,3,1,1,1,0,2,1,0,1,0,0,1,1.0,0,0,0,0,0
19530,M,WHITE,23-27,1,High School Diploma,0,Unknown,3+ years,8,2,0,0,5+,4,0,0,1,1,0,0,2+,0,0,0,1.0,0,0,0,0,0
19531,M,BLACK,28-32,0,< HS Diploma,0,Violent/Sex,3+ years,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0
19532,F,WHITE,33-37,0,High School Diploma,2,Drug,1-2 years,3,0,0,0,3,0,0,0,0,0,0,0,2+,0,0,0,0.385620915,0,0,0,0,0
19533,M,BLACK,23-27,0,< HS Diploma,2,Violent/Non-Sex,1-2 years,2,3,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.680561463,0,0,0,0,0
19534,F,WHITE,43-47,0,Some College,0,Unknown,<1 year,8,6+,0,4,3,4,0,0,2,1,0,0,2+,0,0,0,1.0,1,0,0,0,0
19535,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,6,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0.0,1,1,0,1,0
19536,M,BLACK,33-37,0,< HS Diploma,0,Drug,1-2 years,10+,6+,0,5+,2,5+,1,0,3+,4+,1,3+,2+,1,1,0,0.0,0,1,0,0,1
19537,M,BLACK,18-22,1,< HS Diploma,2,Other,<1 year,4,1,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0.1,0,1,1,0,0
19539,M,WHITE,38-42,0,High School Diploma,0,Violent/Non-Sex,3+ years,7,6+,3+,3,0,2,1,0,3+,4+,1,2,0,1,0,0,1.0,0,0,0,0,0
19540,F,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,1-2 years,9,6+,3+,3,3,5+,0,0,3+,4+,1,1,1,1,0,0,0.0,1,1,1,0,0
19541,M,BLACK,18-22,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.50779896,0,0,0,0,0
19542,M,BLACK,33-37,0,High School Diploma,3+,Property,1-2 years,9,0,0,1,5+,0,0,1,3+,0,0,1,2+,0,0,0,0.972527473,0,0,0,0,0
19543,F,WHITE,23-27,0,< HS Diploma,2,Drug,<1 year,6,2,0,2,4,3,0,0,1,0,0,0,2+,0,0,0,0.692446043,0,1,0,1,0
19544,M,WHITE,28-32,0,High School Diploma,2,Property,<1 year,6,6+,0,5+,0,3,0,0,0,1,0,1,0,0,0,0,1.0,0,1,0,1,0
19545,M,BLACK,23-27,1,< HS Diploma,0,Property,1-2 years,7,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0.0,0,1,0,0,1
19546,M,WHITE,38-42,0,< HS Diploma,0,Drug,<1 year,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0.984251969,1,0,0,0,0
19548,M,BLACK,23-27,1,High School Diploma,1,Other,1-2 years,2,6+,0,2,0,4,0,0,1,2,0,0,0,0,0,0,1.0,0,1,0,1,0
19549,M,BLACK,48 or older,0,High School Diploma,1,Violent/Non-Sex,3+ years,2,3,3+,0,0,0,0,0,1,0,1,0,0,0,0,0,0.893081761,0,0,0,0,0
19550,M,WHITE,38-42,0,High School Diploma,0,Unknown,1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2578125,0,0,0,0,0
19551,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,1-2 years,2,6+,1,0,1,2,0,1,1,1,1,0,1,0,0,1,0.0,0,0,0,0,0
19552,M,BLACK,18-22,1,< HS Diploma,0,Property,<1 year,4,2,0,5+,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0
19553,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,3,3,1,1,2,2,0,1,3+,2,1,1,2+,1,0,0,0.043133803,0,1,1,0,0
19554,M,BLACK,33-37,0,Some College,3+,Other,1-2 years,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,1,1,1,0,0
19555,F,WHITE,23-27,0,< HS Diploma,3+,Other,1-2 years,0,6+,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0.435656836,0,1,0,1,0
19556,M,BLACK,18-22,0,High School Diploma,0,Other,<1 year,2,3,1,1,2,1,0,1,1,0,0,1,1,0,0,1,0.0,0,1,0,1,0
19557,M,BLACK,28-32,0,High School Diploma,2,Property,<1 year,6,2,0,4,1,1,0,0,1,1,0,3+,1,0,0,0,0.867321867,0,0,0,0,0
19558,F,BLACK,33-37,0,High School Diploma,2,Property,1-2 years,4,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0.991836735,0,0,0,0,0
19559,M,BLACK,18-22,0,Some College,0,Drug,1-2 years,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0
19560,M,WHITE,33-37,0,High School Diploma,2,Violent/Non-Sex,3+ years,6,4,3+,1,3,3,1,0,2,1,1,1,1,0,1,0,1.0,0,0,0,0,0
19561,M,WHITE,43-47,0,< HS Diploma,3+,Property,<1 year,3,6+,2,4,1,1,1,0,0,2,0,3+,0,0,0,0,0.984507042,1,0,0,0,0
19562,M,WHITE,28-32,0,< HS Diploma,1,Drug,1-2 years,7,4,1,2,3,1,0,0,2,3,0,1,2+,0,0,0,0.965853659,0,0,0,0,0
19563,M,BLACK,23-27,0,< HS Diploma,3+,Unknown,<1 year,5,2,0,1,3,1,0,1,2,3,0,0,2+,0,0,0,1.0,0,1,0,1,0
19564,M,BLACK,18-22,1,High School Diploma,2,Other,<1 year,4,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,1,1,0,0
19565,M,WHITE,28-32,0,< HS Diploma,0,Property,3+ years,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.857429719,0,0,0,0,0
19566,F,WHITE,38-42,0,Some College,3+,Drug,1-2 years,2,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0,1.0,0,0,0,0,0
19567,M,BLACK,48 or older,0,< HS Diploma,0,Property,3+ years,10+,6+,3+,5+,0,4,0,0,3+,1,1,3+,0,0,0,0,0.0,0,0,0,0,0
19568,F,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,<1 year,5,1,3+,1,1,1,0,0,3+,1,1,1,2+,0,0,0,0.0,0,0,0,0,0
19569,M,WHITE,28-32,1,High School Diploma,2,Violent/Non-Sex,1-2 years,7,3,2,5+,1,2,1,0,1,1,1,1,0,0,0,0,1.0,0,1,0,1,0
19570,M,BLACK,28-32,0,High School Diploma,1,Unknown,<1 year,3,3,0,0,4,1,0,1,1,2,0,0,2+,0,0,0,1.0,0,0,0,0,0
19571,M,WHITE,23-27,0,High School Diploma,1,Drug,<1 year,5,1,0,2,2,1,0,0,0,2,0,0,1,0,0,0,1.0,1,1,1,0,0
19572,M,BLACK,48 or older,0,High School Diploma,3+,Property,1-2 years,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0
19573,M,WHITE,23-27,0,High School Diploma,1,Violent/Non-Sex,1-2 years,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19574,M,WHITE,43-47,0,Some College,2,Property,<1 year,5,6+,2,3,1,2,1,0,2,1,0,1,1,0,0,0,0.963275135,0,0,0,0,0
19575,M,BLACK,23-27,0,High School Diploma,3+,Drug,1-2 years,5,2,3+,0,2,0,0,0,1,2,0,1,1,0,0,0,0.0,0,1,0,1,0
19576,M,WHITE,33-37,0,< HS Diploma,2,Drug,1-2 years,4,2,0,2,1,1,0,0,1,0,0,1,2+,0,0,0,0.0,0,0,0,0,0
19578,F,WHITE,28-32,0,Some College,0,Drug,1-2 years,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,0
19579,M,WHITE,18-22,0,< HS Diploma,1,Property,<1 year,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,0,0,1
19580,M,WHITE,18-22,1,High School Diploma,1,Drug,<1 year,5,2,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0.952879581,0,1,1,0,0
19581,F,WHITE,38-42,0,High School Diploma,0,Property,1-2 years,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1,0,0,0,0
19582,M,WHITE,18-22,0,High School Diploma,0,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0
19583,M,WHITE,38-42,1,High School Diploma,3+,Drug,3+ years,5,6+,1,4,2,4,0,0,0,3,0,1,1,0,0,0,0.922626026,0,1,0,0,1
19584,M,BLACK,28-32,0,< HS Diploma,1,Drug,1-2 years,4,6+,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1.0,0,0,0,0,0
19585,M,BLACK,28-32,0,< HS Diploma,1,Violent/Non-Sex,1-2 years,9,0,2,2,1,5+,0,0,3+,1,1,3+,1,0,0,0,0.0,0,1,1,0,0
19586,M,BLACK,38-42,1,Some College,0,Drug,3+ years,7,5,3+,0,3,0,0,0,1,1,0,0,1,0,0,0,0.922235723,0,0,0,0,0
19587,M,BLACK,23-27,0,< HS Diploma,0,Property,3+ years,5,6+,0,1,5+,2,0,0,2,1,0,1,1,1,0,0,0.974457216,0,1,0,0,1
19588,M,BLACK,23-27,0,< HS Diploma,0,Drug,3+ years,7,0,1,1,5+,0,0,0,1,0,0,0,2+,0,0,0,0.905594406,0,1,0,1,0
19589,M,WHITE,23-27,0,Some College,0,Violent/Non-Sex,3+ years,2,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0
19590,M,BLACK,18-22,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,8,0,3+,2,0,1,0,0,1,3,1,1,0,0,0,0,0.0,0,1,1,0,0
19591,M,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,6,5,3+,2,2,1,1,1,0,1,1,0,0,0,1,1,0.0,0,1,1,0,0
19592,M,BLACK,28-32,0,< HS Diploma,3+,Property,1-2 years,5,3,1,1,2,4,1,0,1,2,1,2,1,0,1,0,0.0,0,0,0,0,0
19593,M,BLACK,18-22,1,High School Diploma,0,Property,1-2 years,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0
19594,M,WHITE,18-22,1,High School Diploma,0,Property,1-2 years,3,4,1,2,0,4,1,0,2,1,0,3+,0,0,0,0,0.282182438,0,1,0,0,1
19595,M,BLACK,18-22,1,High School Diploma,0,Property,1-2 years,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0
19596,M,WHITE,18-22,0,High School Diploma,0,Property,<1 year,2,3,1,1,0,1,0,1,0,3,0,2,0,0,0,0,1.0,0,1,0,1,0
19597,M,BLACK,23-27,0,High School Diploma,0,Property,3+ years,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.697740113,0,1,0,0,1
19598,M,BLACK,23-27,1,High School Diploma,3+,Drug,3+ years,3,2,0,2,2,1,0,0,0,0,0,0,2+,0,0,0,0.883280757,0,1,1,0,0
19599,M,WHITE,48 or older,0,High School Diploma,0,Drug,1-2 years,3,2,0,0,3,2,0,0,1,1,0,1,1,0,0,0,0.251082251,0,0,0,0,0
19600,M,BLACK,48 or older,0,High School Diploma,3+,Unknown,1-2 years,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0
19601,F,WHITE,33-37,0,Some College,0,Property,<1 year,4,3,0,4,2,1,0,0,1,1,0,2,0,0,0,0,0.0,0,1,1,0,0
19602,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,4,3,2,1,2,1,0,1,0,1,1,0,0,0,0,1,1.0,0,1,0,0,1
19603,F,WHITE,28-32,0,Some College,2,Property,<1 year,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19604,F,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.934169279,0,0,0,0,0
19605,F,WHITE,48 or older,0,Some College,3+,Property,1-2 years,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,0,0,0
19606,M,BLACK,48 or older,0,High School Diploma,3+,Property,<1 year,7,6+,1,5+,0,5+,0,0,3+,4+,1,3+,0,1,1,0,0.0,0,1,0,1,0
19607,M,BLACK,28-32,0,High School Diploma,3+,Unknown,<1 year,8,6+,3+,1,4,4,1,1,2,0,0,0,1,0,0,0,0.0,0,1,1,0,0
19608,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,1-2 years,5,4,0,1,4,0,0,0,1,4+,0,0,1,0,0,0,0.060185185,0,1,0,1,0
19609,M,BLACK,23-27,0,< HS Diploma,0,Unknown,<1 year,7,1,0,0,3,5+,0,0,0,2,0,0,1,0,0,0,1.0,0,0,0,0,0
19610,M,BLACK,28-32,0,High School Diploma,1,Other,<1 year,7,6+,3+,1,3,5+,1,0,1,4+,1,0,2+,0,0,0,0.0,0,1,1,0,0
19611,M,BLACK,18-22,0,< HS Diploma,1,Violent/Non-Sex,3+ years,3,5,1,2,0,3,0,0,1,3,1,2,0,0,0,0,0.89679219,0,0,0,0,0
19612,F,WHITE,33-37,0,Some College,1,Other,<1 year,3,2,0,1,2,2,0,1,2,2,0,1,2+,1,0,0,1.0,0,1,0,0,1
19613,M,WHITE,48 or older,0,High School Diploma,3+,Violent/Sex,3+ years,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0
19614,F,WHITE,33-37,0,High School Diploma,2,Property,1-2 years,5,6+,1,1,2,4,1,0,2,4+,0,1,2+,0,0,0,0.787709497,0,0,0,0,0
19615,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,3,1,3+,0,0,0,0,0,1,0,1,0,0,0,0,0,0.454545455,0,1,0,1,0
19617,M,WHITE,33-37,0,High School Diploma,3+,Other,3+ years,3,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1.0,0,0,0,0,0
19618,M,WHITE,28-32,1,High School Diploma,1,Drug,<1 year,7,4,1,0,5+,2,1,0,1,1,0,0,2+,0,0,0,0.990654206,0,1,1,0,0
19619,M,BLACK,23-27,1,< HS Diploma,0,Other,<1 year,3,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,1,0
19620,M,BLACK,43-47,0,Some College,2,Property,1-2 years,3,6+,0,3,1,2,0,0,3+,4+,0,2,1,1,0,0,1.0,0,0,0,0,0
19621,F,WHITE,28-32,0,< HS Diploma,0,Drug,1-2 years,5,1,0,2,1,2,0,0,1,0,0,2,1,0,0,0,0.921985816,0,1,0,1,0
19622,M,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,4,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0
19623,M,BLACK,18-22,1,< HS Diploma,3+,Property,<1 year,4,1,1,3,0,1,1,0,2,1,1,2,0,0,1,0,0.0,0,1,1,0,0
19624,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0
19625,M,BLACK,38-42,0,High School Diploma,1,Violent/Non-Sex,3+ years,5,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0.237704918,0,0,0,0,0
19626,M,BLACK,38-42,0,Some College,3+,Drug,1-2 years,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0
19628,M,BLACK,28-32,1,Some College,3+,Other,<1 year,10+,6+,2,5+,5+,4,0,1,3+,1,1,2,2+,1,0,1,0.0,0,1,1,0,0
19629,M,WHITE,23-27,0,High School Diploma,0,Violent/Sex,<1 year,8,3,1,2,0,5+,0,0,1,2,0,0,0,0,0,0,1.0,0,1,1,0,0
19630,F,WHITE,28-32,0,High School Diploma,1,Property,1-2 years,1,6+,1,0,0,5+,0,0,0,2,0,0,0,0,0,0,0.0,1,1,0,1,0
19631,M,BLACK,48 or older,0,< HS Diploma,1,Other,1-2 years,2,2,0,0,3,0,0,0,0,0,0,0,2+,0,0,0,0.987804878,0,0,0,0,0
19632,M,BLACK,23-27,0,< HS Diploma,0,Property,<1 year,4,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0.192307692,0,1,1,0,0
19633,M,BLACK,28-32,1,< HS Diploma,2,Other,1-2 years,9,6+,3+,2,4,5+,0,1,1,4+,1,3+,2+,0,0,1,0.0,0,1,1,0,0
19634,M,BLACK,33-37,0,High School Diploma,1,Property,1-2 years,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0
19635,M,WHITE,43-47,0,High School Diploma,3+,Property,1-2 years,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.960288809,0,0,0,0,0
19636,F,BLACK,48 or older,0,High School Diploma,3+,Property,1-2 years,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0.0,0,1,0,1,0
19637,F,WHITE,48 or older,0,< HS Diploma,0,Property,1-2 years,5,3,0,5+,0,2,0,0,3+,1,0,3+,0,0,0,0,0.379707576,1,1,0,0,1
19638,M,WHITE,23-27,0,High School Diploma,0,Drug,3+ years,2,5,0,3,1,2,0,0,1,1,0,1,1,0,0,0,0.0,0,1,1,0,0
19639,M,BLACK,43-47,0,< HS Diploma,0,Property,<1 year,10+,4,2,5+,1,5+,0,0,3+,4+,1,3+,0,1,0,0,1.0,0,1,0,1,0
19640,M,BLACK,23-27,0,< HS Diploma,1,Violent/Non-Sex,3+ years,3,1,1,1,1,0,0,0,0,2,1,1,0,0,0,1,0.503067485,1,0,0,0,0
19641,M,WHITE,28-32,0,High School Diploma,3+,Property,1-2 years,4,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0.085507246,0,1,1,0,0
19642,M,WHITE,23-27,0,< HS Diploma,0,Property,1-2 years,5,1,0,5+,1,1,0,0,2,1,0,3+,1,0,0,0,0.0,0,1,1,0,0
19643,F,WHITE,28-32,0,High School Diploma,1,Unknown,1-2 years,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0.096696697,0,1,0,1,0
19644,F,WHITE,28-32,0,Some College,1,Violent/Non-Sex,1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990135635,0,0,0,0,0
19645,M,BLACK,23-27,1,High School Diploma,2,Violent/Non-Sex,3+ years,1,5,2,1,0,1,1,0,0,2,1,0,0,0,1,0,0.833333333,0,1,0,1,0
19646,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,3+ years,7,2,1,2,3,2,0,0,2,0,1,1,2+,0,0,0,0.0,0,1,0,1,0
19647,M,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,3,6+,0,3,5+,1,0,0,2,2,0,2,1,0,0,0,0.0,0,1,0,1,0
19648,M,BLACK,18-22,1,< HS Diploma,1,Other,<1 year,7,6+,3+,2,1,5+,0,0,2,2,0,2,1,0,0,0,0.0,0,1,1,0,0
19649,M,WHITE,18-22,1,< HS Diploma,0,Other,1-2 years,3,2,0,0,1,2,0,0,1,2,0,0,1,1,0,0,0.0,0,1,1,0,0
19650,M,WHITE,23-27,0,High School Diploma,1,Property,<1 year,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.211720227,0,1,0,0,1
19651,M,WHITE,23-27,0,High School Diploma,2,Property,<1 year,5,6+,0,3,3,3,0,0,0,1,0,0,1,0,0,0,1.0,0,1,1,0,0
19652,F,BLACK,18-22,0,High School Diploma,0,Drug,1-2 years,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.729530819,0,0,0,0,0
19653,M,BLACK,23-27,1,Some College,2,Violent/Non-Sex,1-2 years,4,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1.0,0,1,1,0,0
19654,M,BLACK,18-22,0,< HS Diploma,0,Unknown,1-2 years,4,1,0,0,3,1,0,1,2,0,0,0,2+,0,0,0,0.236363636,0,1,1,0,0
19655,F,BLACK,33-37,0,High School Diploma,2,Drug,1-2 years,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0
19656,M,BLACK,23-27,0,High School Diploma,1,Drug,<1 year,3,6+,1,0,4,4,0,0,1,2,0,1,2+,0,0,0,0.755760369,0,1,1,0,0
19657,M,BLACK,18-22,0,High School Diploma,0,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782376502,0,1,0,0,1
19658,M,WHITE,38-42,0,High School Diploma,3+,Drug,1-2 years,4,5,1,5+,1,1,1,1,0,2,0,3+,1,0,0,0,0.733050847,0,0,0,0,0
19659,M,BLACK,23-27,0,Some College,1,Drug,1-2 years,6,1,1,0,5+,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19660,M,BLACK,18-22,0,< HS Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.03,0,0,0,0,0
19661,M,WHITE,28-32,1,High School Diploma,1,Property,<1 year,10+,6+,0,3,5+,5+,0,1,3+,4+,0,2,0,1,0,1,0.989417989,0,1,1,0,0
19662,M,WHITE,28-32,0,< HS Diploma,0,Drug,<1 year,3,3,1,1,1,1,0,0,1,2,1,0,2+,0,0,0,0.0,0,1,1,0,0
19664,M,WHITE,23-27,0,High School Diploma,0,Property,3+ years,2,4,1,2,0,1,0,0,1,1,0,1,0,0,0,0,1.0,0,1,0,1,0
19665,M,WHITE,33-37,0,Some College,3+,Unknown,1-2 years,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.14973262,0,1,1,0,0
19666,M,WHITE,43-47,0,< HS Diploma,2,Drug,3+ years,3,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0.76863354,0,0,0,0,0
19667,M,BLACK,23-27,0,High School Diploma,0,Drug,1-2 years,1,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,0
19668,M,BLACK,18-22,1,< HS Diploma,0,Violent/Non-Sex,1-2 years,5,2,3+,4,0,1,0,0,1,2,1,2,0,0,0,0,0.0,0,1,1,0,0
19669,M,WHITE,23-27,0,< HS Diploma,0,Property,1-2 years,3,1,0,3,0,3,0,0,1,1,0,2,0,0,0,0,1.0,0,1,0,1,0
19670,F,WHITE,28-32,0,< HS Diploma,2,Drug,3+ years,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0.85515767,0,0,0,0,0
