ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
24654,M,BLACK,33-37,0,High School Diploma,3+,Property,3+ years,6,6+,1,0,5+,2,1,0,3+,3,0,0,2+,0,0,0,1
24655,F,WHITE,38-42,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24656,M,WHITE,18-22,0,< HS Diploma,1,Property,<1 year,2,2,0,3,1,0,0,0,0,2,0,0,1,0,0,0,1
24657,M,WHITE,48 or older,0,< HS Diploma,1,Violent/Sex,1-2 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24658,M,WHITE,18-22,1,High School Diploma,1,Drug,<1 year,4,1,0,3,1,1,0,1,0,1,0,1,1,0,0,0,1
24659,F,WHITE,28-32,0,Some College,3+,Drug,1-2 years,3,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1
24660,F,WHITE,28-32,0,< HS Diploma,0,Unknown,<1 year,5,2,3+,2,2,0,0,0,0,2,1,1,1,0,0,0,1
24661,M,WHITE,23-27,0,High School Diploma,0,Drug,<1 year,2,4,0,0,4,1,0,0,0,3,0,0,1,0,0,0,1
24662,M,WHITE,28-32,0,Some College,2,Drug,<1 year,4,6+,1,3,1,3,0,0,1,2,0,2,0,1,0,0,1
24663,M,WHITE,18-22,1,High School Diploma,3+,Property,<1 year,3,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
24664,M,WHITE,33-37,0,< HS Diploma,3+,Property,<1 year,4,6+,3+,3,3,5+,1,0,1,4+,1,1,1,1,1,0,1
24665,M,BLACK,33-37,0,Some College,3+,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24666,M,WHITE,33-37,0,< HS Diploma,0,Other,<1 year,2,4,0,0,3,2,0,1,1,1,0,0,2+,0,0,1,1
24667,M,WHITE,48 or older,0,High School Diploma,2,Property,<1 year,3,6+,0,5+,0,2,0,0,2,4+,0,3+,0,1,0,0,1
24668,F,BLACK,33-37,0,Some College,1,Unknown,<1 year,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
24669,F,BLACK,43-47,0,High School Diploma,1,Property,<1 year,5,6+,0,5+,0,3,0,0,1,3,0,3+,0,1,0,0,1
24670,M,WHITE,28-32,0,High School Diploma,3+,Drug,<1 year,4,6+,0,3,3,3,0,0,1,4+,0,1,2+,0,0,0,1
24671,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,<1 year,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24672,F,WHITE,28-32,0,High School Diploma,2,Property,1-2 years,5,3,0,3,2,3,0,0,0,2,0,2,0,1,0,0,0
24673,M,BLACK,23-27,1,< HS Diploma,2,Property,1-2 years,3,6+,0,3,0,5+,0,0,1,1,0,1,0,0,0,0,1
24674,M,WHITE,18-22,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,3,1,2,1,1,0,0,0,0,2,1,2,0,0,0,0,1
24675,M,WHITE,28-32,0,High School Diploma,0,Property,<1 year,3,2,1,1,3,0,0,0,1,1,0,1,1,0,0,0,1
24676,F,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,3,6+,0,5+,0,2,0,0,0,2,0,2,0,0,0,0,1
24677,F,WHITE,23-27,0,< HS Diploma,1,Drug,1-2 years,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24678,M,WHITE,23-27,0,< HS Diploma,0,Property,<1 year,2,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1
24680,M,BLACK,23-27,0,< HS Diploma,0,Unknown,3+ years,3,6+,0,4,1,2,0,0,0,4+,0,2,1,1,0,0,0
24681,M,WHITE,23-27,0,< HS Diploma,1,Property,<1 year,3,6+,0,5+,3,3,0,0,2,2,0,2,2+,0,0,0,1
24683,M,BLACK,23-27,1,< HS Diploma,1,Violent/Sex,3+ years,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
24684,M,WHITE,33-37,0,Some College,3+,Unknown,3+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24685,M,WHITE,43-47,0,High School Diploma,1,Drug,<1 year,2,5,1,0,2,1,0,1,2,3,0,0,2+,0,0,0,0
24686,F,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,3,3,1,0,2,1,0,0,1,1,0,0,2+,0,0,0,0
24687,M,BLACK,18-22,0,Some College,3+,Property,<1 year,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
24688,M,BLACK,28-32,0,High School Diploma,1,Unknown,3+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24689,M,BLACK,18-22,1,Some College,3+,Property,<1 year,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
24690,M,WHITE,23-27,0,High School Diploma,0,Property,<1 year,4,4,0,4,0,2,0,0,0,2,0,1,0,0,0,0,1
24691,M,BLACK,28-32,0,Some College,3+,Unknown,3+ years,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24692,M,WHITE,18-22,0,High School Diploma,0,Unknown,<1 year,2,2,0,1,1,1,1,0,0,2,1,1,0,0,0,0,1
24693,M,BLACK,28-32,0,High School Diploma,0,Unknown,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24694,M,WHITE,18-22,0,High School Diploma,0,Property,<1 year,3,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1
24695,M,BLACK,28-32,0,High School Diploma,1,Drug,<1 year,1,6+,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
24697,M,BLACK,18-22,0,< HS Diploma,2,Property,<1 year,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
24698,M,WHITE,28-32,0,High School Diploma,1,Drug,<1 year,4,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1
24699,M,WHITE,33-37,0,Some College,3+,Property,<1 year,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24700,M,BLACK,28-32,0,High School Diploma,3+,Property,1-2 years,5,6+,0,5+,3,0,0,0,0,4+,0,3+,2+,0,0,0,0
24701,M,BLACK,23-27,0,High School Diploma,0,Other,<1 year,3,2,0,0,2,1,0,1,2,3,0,0,2+,1,0,1,1
24702,M,BLACK,23-27,0,High School Diploma,0,Property,<1 year,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24703,M,BLACK,23-27,0,< HS Diploma,3+,Property,<1 year,3,4,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1
24704,M,BLACK,18-22,0,< HS Diploma,0,Violent/Non-Sex,<1 year,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
24705,M,BLACK,23-27,0,< HS Diploma,0,Property,3+ years,4,3,0,3,1,2,0,1,1,1,0,2,0,0,0,0,1
24706,M,BLACK,23-27,0,Some College,0,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24707,M,BLACK,18-22,0,High School Diploma,0,Property,1-2 years,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
24708,M,BLACK,18-22,1,High School Diploma,0,Property,<1 year,2,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
24709,M,WHITE,18-22,1,< HS Diploma,1,Property,<1 year,1,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1
24710,M,WHITE,18-22,0,High School Diploma,0,Property,<1 year,5,6+,2,1,3,5+,1,0,1,4+,1,1,2+,1,0,0,1
24711,F,WHITE,23-27,0,High School Diploma,0,Drug,1-2 years,4,6+,0,2,3,5+,0,0,3+,4+,0,0,2+,0,0,0,1
24712,M,BLACK,33-37,0,Some College,3+,Violent/Non-Sex,<1 year,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24713,F,WHITE,43-47,0,< HS Diploma,0,Other,<1 year,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
24714,M,WHITE,33-37,0,< HS Diploma,3+,Other,3+ years,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24715,M,BLACK,18-22,1,< HS Diploma,1,Other,<1 year,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24716,M,BLACK,28-32,0,High School Diploma,1,Property,1-2 years,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
24717,M,BLACK,23-27,0,Some College,0,Unknown,<1 year,4,4,2,0,2,2,0,0,0,2,0,0,0,1,0,0,0
24718,M,BLACK,18-22,0,High School Diploma,0,Property,3+ years,5,1,0,5+,0,0,0,0,0,1,0,2,0,0,0,0,1
24719,M,WHITE,48 or older,0,High School Diploma,0,Drug,<1 year,2,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
24720,F,BLACK,28-32,0,Some College,0,Violent/Non-Sex,3+ years,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24721,M,BLACK,18-22,0,High School Diploma,0,Unknown,<1 year,4,5,0,3,2,2,0,0,1,1,0,2,0,0,0,0,1
24722,F,WHITE,38-42,0,High School Diploma,3+,Drug,1-2 years,3,0,0,0,3,0,0,0,1,0,0,0,2+,0,0,0,1
24723,M,WHITE,48 or older,0,High School Diploma,0,Property,1-2 years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24724,M,BLACK,38-42,0,Some College,3+,Unknown,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24725,M,WHITE,48 or older,0,Some College,1,Other,<1 year,5,6+,1,3,1,2,0,0,3+,4+,0,2,0,0,0,0,0
24726,M,BLACK,28-32,0,Some College,2,Property,1-2 years,8,6+,0,5+,0,4,0,0,0,4+,0,3+,0,0,0,0,1
24727,M,BLACK,43-47,0,< HS Diploma,3+,Drug,<1 year,5,6+,1,1,1,4,0,0,2,2,0,0,2+,0,0,0,1
24728,M,WHITE,18-22,1,< HS Diploma,0,Drug,<1 year,4,1,0,2,1,1,0,0,2,1,0,1,1,0,0,0,1
24729,M,BLACK,23-27,0,< HS Diploma,0,Unknown,<1 year,3,5,0,0,5+,0,0,0,0,2,0,0,1,0,0,0,0
24730,M,BLACK,48 or older,0,< HS Diploma,0,Property,<1 year,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1
24731,M,WHITE,18-22,1,High School Diploma,0,Drug,<1 year,6,4,0,2,3,3,0,0,1,2,0,2,1,0,0,0,1
24732,M,BLACK,23-27,0,High School Diploma,3+,Property,<1 year,3,1,0,2,0,0,0,0,3+,1,1,2,0,0,0,0,1
24733,M,BLACK,28-32,0,< HS Diploma,3+,Drug,1-2 years,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24734,M,BLACK,23-27,0,< HS Diploma,0,Other,<1 year,6,3,2,2,0,2,0,1,1,2,0,2,0,0,0,0,1
24735,M,BLACK,18-22,1,High School Diploma,1,Property,1-2 years,4,2,0,3,0,2,0,0,0,1,0,1,0,0,0,0,1
24736,M,WHITE,38-42,0,< HS Diploma,3+,Property,<1 year,4,4,0,3,2,0,0,0,1,3,0,1,2+,0,0,0,1
24737,M,BLACK,18-22,0,< HS Diploma,3+,Property,<1 year,2,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
24738,M,BLACK,18-22,1,High School Diploma,1,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24739,M,WHITE,23-27,0,< HS Diploma,2,Property,1-2 years,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
24740,F,WHITE,23-27,0,High School Diploma,2,Property,<1 year,2,3,0,5+,0,0,0,0,1,2,0,3+,0,0,0,0,1
24741,M,BLACK,18-22,1,< HS Diploma,3+,Violent/Non-Sex,1-2 years,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24742,M,BLACK,18-22,0,< HS Diploma,0,Unknown,<1 year,4,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1
24743,M,BLACK,23-27,1,High School Diploma,3+,Violent/Non-Sex,1-2 years,1,3,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24744,M,BLACK,18-22,1,< HS Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24745,M,BLACK,23-27,0,< HS Diploma,1,Unknown,1-2 years,4,4,2,3,0,3,0,0,1,3,1,1,0,1,0,0,1
24746,M,WHITE,23-27,1,High School Diploma,0,Property,3+ years,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24747,M,BLACK,33-37,1,High School Diploma,0,Drug,<1 year,3,2,0,1,2,1,0,0,0,1,0,0,2+,0,0,0,1
24748,M,BLACK,23-27,0,< HS Diploma,3+,Unknown,<1 year,3,2,1,0,3,1,0,0,0,2,1,0,0,0,0,0,1
24749,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,1-2 years,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
24750,M,BLACK,48 or older,0,High School Diploma,2,Property,<1 year,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24751,F,WHITE,18-22,0,< HS Diploma,1,Drug,<1 year,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
24752,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,1-2 years,5,4,0,4,1,1,1,0,0,3,0,2,0,0,0,0,1
24753,M,BLACK,28-32,0,Some College,3+,Drug,<1 year,5,6+,2,2,3,1,0,0,0,4+,1,1,2+,0,1,0,0
24754,F,WHITE,18-22,0,High School Diploma,0,Other,<1 year,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
24756,M,BLACK,23-27,1,High School Diploma,1,Property,3+ years,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24757,M,WHITE,48 or older,0,High School Diploma,1,Property,1-2 years,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0
24758,M,WHITE,18-22,0,< HS Diploma,3+,Property,1-2 years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24759,M,BLACK,23-27,0,High School Diploma,3+,Other,1-2 years,2,2,0,1,2,1,0,1,0,2,0,1,1,0,0,1,1
24760,F,BLACK,23-27,0,High School Diploma,3+,Violent/Non-Sex,<1 year,2,3,3+,1,0,0,1,0,2,3,1,1,0,0,1,0,1
24761,M,WHITE,48 or older,0,High School Diploma,3+,Property,1-2 years,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24762,F,BLACK,28-32,0,< HS Diploma,3+,Property,<1 year,6,4,0,3,1,1,0,0,0,1,0,2,0,0,0,0,0
24763,F,WHITE,48 or older,0,< HS Diploma,0,Drug,<1 year,3,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,1
24764,M,WHITE,38-42,0,High School Diploma,0,Property,1-2 years,7,6+,2,3,1,2,1,0,1,4+,0,2,0,0,0,0,0
24765,M,BLACK,28-32,0,High School Diploma,1,Unknown,<1 year,4,6+,0,1,4,1,0,1,0,4+,0,0,0,0,0,0,1
24766,F,WHITE,23-27,0,< HS Diploma,1,Property,1-2 years,6,6+,0,5+,4,0,0,1,3+,2,0,1,2+,0,0,0,0
24767,M,WHITE,38-42,0,High School Diploma,1,Property,<1 year,2,5,0,2,0,1,0,0,1,3,0,2,0,0,0,1,0
24768,M,WHITE,28-32,0,Some College,0,Drug,<1 year,4,1,1,0,3,0,0,1,2,1,0,0,2+,0,0,0,1
24769,F,WHITE,28-32,0,< HS Diploma,1,Drug,1-2 years,2,5,0,2,2,3,0,1,1,3,0,1,2+,0,0,0,0
24770,M,WHITE,28-32,0,Some College,3+,Property,<1 year,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
24771,M,BLACK,18-22,1,High School Diploma,1,Other,1-2 years,7,2,3+,3,0,1,0,0,0,2,0,2,0,0,0,0,1
24772,M,BLACK,28-32,0,Some College,3+,Unknown,<1 year,2,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0
24774,M,WHITE,23-27,0,< HS Diploma,3+,Drug,<1 year,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
24775,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,6+,2,3,0,2,0,0,0,1,1,1,0,0,0,0,1
24776,M,WHITE,23-27,0,Some College,3+,Drug,<1 year,2,2,0,1,3,0,0,0,1,1,0,1,1,0,0,0,0
24777,M,BLACK,18-22,0,Some College,3+,Other,<1 year,3,3,0,2,0,2,0,0,1,1,0,1,0,0,0,0,1
24778,M,WHITE,33-37,0,Some College,3+,Unknown,1-2 years,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24779,F,WHITE,23-27,0,High School Diploma,0,Drug,3+ years,4,5,0,2,4,3,0,0,1,1,0,1,2+,1,0,0,1
24780,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
24781,F,BLACK,48 or older,0,Some College,2,Property,3+ years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24782,M,BLACK,28-32,0,< HS Diploma,3+,Drug,1-2 years,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24783,M,BLACK,48 or older,0,Some College,0,Unknown,3+ years,7,1,0,4,3,2,0,0,2,1,0,2,1,0,0,0,0
24785,M,BLACK,23-27,1,High School Diploma,1,Violent/Non-Sex,1-2 years,2,6+,2,0,1,3,1,1,0,1,0,0,0,0,0,0,1
24786,M,WHITE,23-27,0,< HS Diploma,0,Violent/Non-Sex,<1 year,3,1,2,1,0,1,0,0,0,1,1,1,0,0,1,0,0
24787,M,WHITE,18-22,0,High School Diploma,0,Violent/Non-Sex,1-2 years,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24788,F,WHITE,23-27,0,High School Diploma,2,Violent/Non-Sex,1-2 years,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24789,M,BLACK,48 or older,0,< HS Diploma,3+,Property,3+ years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24790,M,BLACK,23-27,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24791,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24792,M,WHITE,33-37,0,Some College,0,Unknown,<1 year,2,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
24794,M,BLACK,23-27,0,High School Diploma,2,Unknown,<1 year,7,3,0,3,4,2,0,1,0,2,0,2,0,0,0,1,1
24795,M,WHITE,23-27,0,Some College,0,Other,1-2 years,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24796,M,WHITE,18-22,0,High School Diploma,1,Other,<1 year,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
24798,F,WHITE,23-27,0,< HS Diploma,3+,Drug,<1 year,2,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0
24799,M,BLACK,43-47,0,High School Diploma,0,Property,<1 year,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24800,M,BLACK,33-37,0,Some College,0,Property,<1 year,5,1,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1
24801,M,BLACK,28-32,0,Some College,3+,Drug,1-2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24802,F,BLACK,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24803,M,WHITE,23-27,0,High School Diploma,2,Property,1-2 years,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
24804,M,BLACK,33-37,0,< HS Diploma,3+,Drug,<1 year,5,1,2,0,2,1,1,0,2,4+,1,1,2+,0,1,0,0
24805,F,WHITE,33-37,0,High School Diploma,3+,Property,<1 year,8,1,0,5+,0,0,0,0,3+,1,0,3+,0,0,0,0,0
24806,M,WHITE,18-22,0,High School Diploma,3+,Drug,<1 year,5,6+,2,1,3,5+,1,0,1,3,1,0,2+,0,1,0,1
24807,M,WHITE,28-32,0,< HS Diploma,1,Drug,<1 year,7,1,2,3,1,2,0,0,1,2,1,2,1,1,0,0,1
24808,M,BLACK,23-27,1,High School Diploma,0,Violent/Non-Sex,1-2 years,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
24809,M,BLACK,18-22,0,< HS Diploma,0,Other,<1 year,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
24810,M,BLACK,23-27,0,< HS Diploma,0,Unknown,<1 year,5,2,0,0,5+,2,0,1,0,1,0,0,0,0,0,0,0
24811,M,WHITE,38-42,0,High School Diploma,2,Violent/Sex,1-2 years,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24812,M,WHITE,28-32,0,High School Diploma,0,Unknown,1-2 years,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24813,M,BLACK,23-27,1,Some College,1,Violent/Sex,<1 year,6,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1
24814,M,BLACK,18-22,0,High School Diploma,0,Property,<1 year,4,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,1
24815,M,WHITE,18-22,0,< HS Diploma,1,Property,3+ years,5,1,1,2,3,2,0,0,1,1,1,0,1,0,0,0,1
24816,M,WHITE,18-22,0,High School Diploma,0,Other,<1 year,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24817,M,WHITE,38-42,0,< HS Diploma,0,Unknown,<1 year,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24818,M,WHITE,28-32,0,Some College,0,Drug,<1 year,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24819,M,BLACK,18-22,0,< HS Diploma,0,Other,<1 year,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24820,M,BLACK,38-42,0,Some College,3+,Violent/Non-Sex,<1 year,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24821,M,BLACK,23-27,0,< HS Diploma,2,Violent/Non-Sex,3+ years,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24822,M,WHITE,23-27,0,< HS Diploma,1,Drug,<1 year,5,4,0,1,5+,4,0,0,1,2,0,1,2+,1,0,0,1
24823,M,WHITE,23-27,0,High School Diploma,0,Unknown,1-2 years,4,5,0,0,3,4,0,0,1,1,0,0,1,0,0,0,1
24825,M,BLACK,38-42,0,Some College,3+,Violent/Non-Sex,1-2 years,4,3,1,1,1,2,0,0,2,2,1,0,1,1,0,1,1
24826,M,BLACK,33-37,0,High School Diploma,3+,Property,<1 year,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
24827,M,BLACK,43-47,0,High School Diploma,1,Unknown,3+ years,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
24828,M,WHITE,33-37,0,High School Diploma,3+,Drug,<1 year,8,6+,3+,2,4,5+,1,0,3+,4+,1,1,1,1,1,0,0
24829,F,WHITE,48 or older,0,< HS Diploma,3+,Unknown,<1 year,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
24831,F,WHITE,28-32,0,Some College,3+,Drug,1-2 years,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
24832,M,WHITE,28-32,1,High School Diploma,0,Property,<1 year,6,6+,2,5+,2,4,1,0,3+,3,0,3+,1,1,0,0,1
24833,M,WHITE,28-32,0,< HS Diploma,0,Property,3+ years,1,4,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0
24834,M,WHITE,23-27,1,< HS Diploma,0,Property,<1 year,6,2,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0
24835,M,WHITE,18-22,1,High School Diploma,0,Property,1-2 years,3,3,0,2,2,1,0,1,0,0,0,2,0,0,0,0,1
24836,F,BLACK,28-32,0,Some College,3+,Property,3+ years,10+,3,0,5+,0,0,0,0,2,0,0,3+,0,0,0,0,1
24837,M,WHITE,18-22,1,Some College,1,Property,<1 year,3,2,0,2,2,1,0,0,1,2,0,3+,0,0,0,0,1
24839,M,WHITE,33-37,0,High School Diploma,2,Drug,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24840,M,BLACK,18-22,1,< HS Diploma,3+,Other,<1 year,4,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0
24841,M,BLACK,23-27,1,< HS Diploma,3+,Unknown,<1 year,3,2,0,0,4,0,0,0,1,1,0,0,1,0,0,0,1
24842,F,BLACK,23-27,0,< HS Diploma,3+,Drug,3+ years,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24843,M,BLACK,18-22,1,< HS Diploma,1,Unknown,<1 year,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24844,F,WHITE,18-22,0,High School Diploma,0,Drug,<1 year,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
24845,M,WHITE,33-37,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,3,3,2,0,0,2,0,0,1,2,1,1,0,0,1,0,1
24846,M,BLACK,28-32,0,Some College,2,Drug,<1 year,2,3,0,0,2,0,0,1,0,3,0,0,1,0,0,0,1
24847,F,WHITE,48 or older,0,Some College,2,Property,1-2 years,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
24848,F,WHITE,38-42,0,High School Diploma,3+,Unknown,1-2 years,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
24849,M,WHITE,28-32,0,< HS Diploma,2,Property,<1 year,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
24850,M,BLACK,33-37,0,Some College,3+,Unknown,3+ years,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24851,M,WHITE,23-27,0,Some College,0,Drug,<1 year,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
24852,M,BLACK,18-22,1,High School Diploma,1,Drug,<1 year,1,3,1,2,1,0,0,0,1,3,1,2,1,0,0,0,1
24853,M,BLACK,23-27,1,High School Diploma,0,Drug,<1 year,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24854,M,BLACK,23-27,1,< HS Diploma,0,Unknown,<1 year,3,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
24855,M,BLACK,23-27,1,< HS Diploma,1,Drug,3+ years,8,1,2,2,1,4,0,0,2,1,0,1,1,0,0,0,1
24856,F,WHITE,23-27,0,< HS Diploma,0,Property,<1 year,3,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
24857,M,WHITE,18-22,1,Some College,3+,Unknown,<1 year,2,6+,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1
24858,M,WHITE,23-27,0,Some College,2,Violent/Non-Sex,<1 year,2,6+,0,2,1,5+,0,0,0,2,1,1,1,1,0,0,1
24859,M,BLACK,18-22,0,< HS Diploma,0,Other,<1 year,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
